FIRE_NUM, XStart, YStart, FireSize
4174, 379296.051299, 5728502.050094, 107.046051
4175, 377528.642000, 5727308.944322, 28.960751
4176, 378998.338986, 5726840.980830, 104.871524
4177, 381062.805725, 5732257.138706, 0.197684
4178, 378126.544485, 5726244.200663, 72.945509
4179, 374426.456235, 5729139.342592, 33.112121
4180, 378033.027872, 5727673.159281, 64.148557
4181, 381195.394191, 5728050.980966, 121.575848
4182, 376800.633336, 5725301.658095, 17.791587
4183, 378884.548341, 5730453.461781, 32.519068
4184, 374359.872838, 5731922.369118, 18.780009
4185, 379198.055969, 5732980.148962, 29.652646
4186, 376868.349886, 5728763.720901, 48.234970
4187, 373033.734422, 5728993.949331, 107.441420
4188, 374278.031606, 5732655.258352, 1.284948
4189, 375782.153871, 5730131.170970, 43.787074
4190, 381285.429688, 5725646.987502, 0.296526
4191, 381035.695818, 5727550.265870, 59.799502
4192, 380133.036821, 5729944.377007, 79.271406
4193, 377350.819442, 5727108.009433, 21.844116
4194, 372789.572609, 5728741.730541, 51.299077
4195, 375701.338756, 5727722.607026, 37.065807
4196, 376333.773627, 5725954.061806, 48.136128
4197, 375806.889189, 5728165.889110, 80.754039
4198, 374454.758030, 5729456.007557, 86.684568
4199, 374040.612788, 5728271.497943, 21.844116
4200, 374492.068103, 5730451.352060, 64.445084
4201, 377772.139463, 5729516.697953, 63.950873
4202, 372538.779486, 5728591.118145, 61.677503
4203, 377653.455579, 5728620.142439, 30.838752
4204, 377954.421906, 5725879.196564, 92.219728
4205, 375193.936558, 5727392.113898, 114.755739
4206, 378071.919890, 5729413.924836, 58.712239
4207, 380529.327747, 5731169.270431, 10.576110
4208, 379693.666436, 5729159.869500, 84.312356
4209, 381307.511845, 5728549.786413, 121.081637
4210, 380783.928885, 5727469.598510, 57.624975
4211, 381190.621465, 5730247.616020, 18.780009
4212, 379899.994404, 5728627.750278, 81.742460
4213, 374420.328211, 5731001.012327, 43.391705
4214, 378741.762377, 5729186.745458, 27.576961
4215, 372455.209296, 5729957.184098, 5.238634
4216, 377048.204781, 5726875.029204, 65.927716
4217, 373538.446821, 5724927.527788, 17.593903
4218, 376536.952607, 5730007.403393, 91.428991
4219, 380688.712725, 5727783.659407, 41.810231
4220, 379532.034498, 5724757.017587, 83.620461
4221, 376617.338661, 5729940.876414, 85.893831
4222, 374448.605279, 5728028.279980, 14.233270
4223, 378920.819133, 5728651.381995, 81.841302
4224, 376088.221368, 5727650.314621, 61.677503
4225, 372432.009761, 5728563.820331, 41.118336
4226, 372392.046181, 5727433.872805, 1.680317
4227, 379914.422514, 5728780.964232, 71.858245
4228, 378829.395565, 5725795.338255, 91.428991
4229, 376232.858154, 5729626.865904, 85.399620
4230, 377395.515821, 5727562.204320, 60.689082
4231, 375325.197288, 5730309.472481, 30.838752
4232, 380417.734278, 5730409.151087, 29.454961
4233, 376656.404460, 5726128.795895, 55.351605
4234, 375005.404037, 5728095.289443, 77.689932
4235, 378613.118556, 5726755.250495, 67.113822
4236, 375503.926591, 5726534.232943, 28.565382
4237, 373888.230318, 5728820.194696, 45.665075
4238, 378989.483006, 5724328.664231, 16.210113
4239, 381590.429340, 5725677.883962, 1.878001
4240, 375687.070731, 5731656.226905, 29.356119
4241, 379999.923532, 5727987.445035, 136.896381
4242, 377735.528081, 5730655.785576, 32.914437
4243, 379929.172862, 5729604.148222, 90.638254
4244, 376874.335110, 5729409.311705, 59.305292
4245, 380811.262622, 5728135.418372, 68.398770
4246, 376399.740530, 5727694.780615, 57.921501
4247, 375085.497591, 5728237.005731, 102.894681
4248, 379459.279520, 5726308.053325, 59.404134
4249, 375728.668325, 5730247.475065, 26.786223
4250, 373909.385637, 5730678.437985, 50.310656
4251, 381528.710488, 5727925.997842, 72.253614
4252, 374171.190853, 5729547.270536, 76.306142
4253, 377862.467344, 5732407.794373, 65.334663
4254, 372217.295205, 5724478.808912, 0.098842
4255, 374639.006448, 5728743.392186, 44.083600
4256, 372002.270732, 5730198.129085, 0.197684
4257, 374340.124701, 5726420.227949, 61.776345
4258, 374916.462560, 5726887.696691, 79.963301
4259, 374171.297625, 5727422.262356, 35.484333
4260, 375052.775557, 5727511.241215, 105.859945
4261, 375407.489825, 5731507.709705, 55.944658
4262, 376273.287371, 5728766.841806, 78.974880
4263, 373742.797414, 5727122.257710, 72.945509
4264, 376005.096196, 5732580.734572, 3.459475
4265, 376995.239086, 5726738.048914, 63.061293
4266, 379659.575432, 5730435.728033, 13.343691
4267, 374532.272746, 5730169.540877, 80.358670
4268, 377318.747173, 5726655.856894, 30.641067
4269, 373328.066593, 5725266.190472, 22.634853
4270, 374739.803564, 5731389.494657, 28.268856
4271, 381469.100677, 5728479.986690, 114.162686
4272, 376318.810607, 5729040.125849, 88.859095
4273, 374287.383668, 5727553.126588, 39.042650
4274, 374944.317334, 5727318.568407, 119.302478
4275, 372615.506788, 5727031.745071, 46.356970
4276, 373183.731109, 5729071.229479, 75.811931
4277, 373072.412790, 5728554.738585, 91.923202
4278, 374191.870826, 5727758.405302, 56.241185
4279, 379795.134602, 5728781.341812, 94.493098
4280, 378834.801664, 5726640.549095, 53.967815
4281, 377640.020924, 5728613.158071, 23.623274
4282, 378743.528085, 5726060.982616, 92.120886
4283, 380657.876619, 5727127.173575, 60.096029
4284, 372985.384809, 5726946.760494, 102.005102
4285, 379875.947458, 5726490.066866, 36.077386
4286, 373443.742948, 5725077.672351, 21.053379
4287, 378986.303057, 5726090.077494, 67.904559
4288, 377245.775467, 5726150.695236, 59.008765
4289, 374341.359835, 5726775.299849, 62.072872
4290, 379223.414385, 5729915.580730, 18.780009
4291, 381839.503042, 5726108.306940, 4.645581
4292, 375963.496600, 5730211.171155, 46.258127
4293, 378715.786364, 5729133.548404, 39.240335
4294, 373950.259984, 5727368.552099, 45.170864
4295, 372118.747614, 5728579.743462, 26.193170
4296, 379526.971954, 5725737.876451, 74.526983
4297, 378263.060492, 5732495.472491, 19.076535
4298, 374117.037959, 5724624.467414, 16.308955
4299, 377541.757928, 5727397.876842, 45.665075
4300, 376383.958128, 5728498.626916, 61.380977
4301, 380475.349895, 5728338.968859, 123.651533
4302, 378642.606461, 5729369.313580, 28.763066
4303, 381225.029500, 5724556.534005, 12.948322
4304, 380830.489614, 5726933.168018, 37.856544
4305, 372347.903305, 5726969.052900, 12.750638
4306, 377115.623453, 5732876.050754, 30.146857
4307, 376889.006058, 5730557.343376, 11.070321
4308, 376857.723477, 5728309.429803, 38.647282
4309, 379951.761184, 5729798.157969, 82.137829
4310, 377691.916968, 5730453.044480, 43.391705
4311, 374205.827687, 5724486.326859, 13.047164
4312, 374389.818445, 5729245.993500, 51.595604
4313, 375102.950027, 5731618.945636, 48.333813
4314, 378512.386773, 5729941.375958, 39.536861
4315, 380414.790521, 5729421.395183, 105.266893
4316, 372866.444667, 5726927.264677, 65.828874
4317, 372510.118973, 5728666.923452, 54.560868
4318, 373353.945152, 5729475.210431, 80.951723
4319, 380681.082017, 5729502.927421, 90.835938
4320, 377559.900418, 5728181.749038, 28.763066
4321, 372557.208041, 5728344.069611, 30.838752
4322, 374538.063510, 5727108.651412, 81.742460
4323, 374808.772646, 5727167.888885, 94.493098
4324, 380379.758882, 5729628.348676, 103.388892
4325, 380687.669210, 5724947.406113, 22.239484
4326, 380708.801400, 5724965.313823, 21.646431
4327, 379410.676121, 5726669.237849, 59.107607
4328, 375109.420992, 5731395.163485, 71.561719
4329, 376074.574446, 5728982.158846, 98.051415
4330, 372145.665166, 5731081.923432, 7.808530
4331, 374074.430569, 5729511.124017, 67.311506
4332, 378611.073181, 5725285.013256, 66.718453
4333, 372424.527138, 5728432.202607, 24.315170
4334, 374763.217490, 5731397.681564, 17.396219
4335, 375011.486519, 5730384.064004, 32.420226
4336, 376750.432863, 5724935.087326, 39.734545
4337, 372864.648131, 5729515.705523, 76.207300
4338, 380997.618921, 5727041.612755, 16.803166
4339, 379303.493587, 5730757.324517, 0.593053
4340, 379697.545413, 5731650.989771, 1.087264
4341, 379887.528376, 5726126.980840, 77.195721
4342, 377940.553143, 5728356.181336, 86.981094
4343, 372371.590793, 5728174.082140, 5.930529
4344, 375515.423848, 5730378.227873, 38.350755
4345, 380381.373706, 5730460.584698, 22.536011
4346, 372600.834489, 5727789.610592, 22.041800
4347, 375147.309608, 5730924.180555, 41.217178
4348, 375417.863334, 5731187.084885, 49.124550
4349, 379523.644077, 5732956.991619, 32.024857
4350, 379002.123392, 5732847.842128, 56.043501
4351, 373344.730982, 5728528.828335, 100.423627
4352, 373776.671848, 5731424.254201, 5.040950
4353, 374943.694959, 5727900.775520, 80.852881
4354, 380630.198414, 5729431.830183, 104.179629
4355, 379080.546088, 5725152.608031, 103.685418
4356, 377885.063619, 5724387.137039, 9.884215
4357, 374250.889377, 5725780.241408, 3.459475
4358, 377221.915857, 5724854.155525, 31.926015
4359, 372381.300818, 5728637.597489, 51.595604
4360, 374541.565167, 5728473.157426, 55.845816
4361, 374226.079171, 5727775.186468, 55.746974
4362, 375003.633085, 5729786.423840, 37.955387
4363, 380203.202536, 5730137.917162, 63.160136
4364, 375610.962605, 5726731.544263, 26.292013
4365, 375438.582468, 5728081.472332, 88.364884
4366, 374256.958350, 5728605.509132, 72.055929
4367, 379642.516568, 5728884.160413, 91.527833
4368, 377448.365241, 5730285.963962, 57.031922
4369, 377467.596215, 5725926.907029, 78.579511
4370, 381582.647255, 5729825.952897, 28.367698
4371, 381846.700093, 5725396.869872, 0.790737
4372, 379545.770952, 5724867.941825, 104.772682
4373, 381794.798448, 5728262.579689, 52.979394
4374, 378405.357753, 5724840.661256, 78.381827
4375, 380592.421943, 5728639.249336, 96.173415
4376, 379620.586356, 5730525.342056, 14.925165
4377, 379543.077204, 5726794.738908, 85.399620
4378, 379529.011057, 5724745.531630, 74.922352
4379, 375090.376348, 5730314.765368, 16.902008
4380, 373946.026238, 5727524.307458, 98.842153
4381, 376805.307886, 5729823.587654, 60.886766
4382, 376800.574923, 5727418.614346, 53.177078
4383, 381688.750968, 5729869.090431, 19.274220
4384, 379526.932815, 5732944.842146, 32.024857
4385, 374292.251547, 5727396.658985, 14.332112
4386, 375085.315894, 5731686.728711, 36.176228
4387, 381765.814962, 5729384.524513, 36.176228
4388, 381254.883419, 5726069.016650, 3.064107
4389, 377293.271807, 5724935.806066, 35.780859
4390, 376448.191467, 5725816.106504, 70.672139
4391, 374579.897036, 5731272.503623, 29.454961
4392, 374874.766250, 5731316.695470, 10.576110
4393, 380076.004785, 5729556.882978, 105.662261
4394, 379280.697207, 5732559.544902, 65.631189
4395, 380876.403135, 5728160.543551, 47.641918
4396, 372637.926894, 5729271.979132, 85.696146
4397, 378834.931584, 5727967.607890, 74.823510
4398, 379802.208142, 5727366.448903, 32.024857
4399, 378515.881444, 5732134.924585, 54.560868
4400, 374915.996913, 5731518.954443, 0.098842
4401, 373697.435600, 5727816.023420, 94.591940
4402, 377760.607174, 5730577.684332, 34.693596
4403, 379998.620360, 5724723.680728, 26.687381
4404, 377012.595666, 5725099.534124, 27.675803
4405, 379995.445612, 5725658.269452, 64.049715
4406, 376575.484511, 5725657.766417, 76.503826
4407, 380446.339745, 5729275.297804, 129.779746
4408, 377910.415990, 5724670.927207, 52.485183
4409, 376053.429875, 5729726.879142, 30.542225
4410, 376213.436101, 5728446.639338, 54.363184
4411, 377395.573871, 5729559.254311, 33.309805
4412, 372061.326085, 5724229.930868, 5.535161
4413, 377705.564276, 5725569.483972, 55.351605
4414, 377045.970580, 5728370.578882, 31.431805
4415, 374662.032128, 5726375.240228, 35.286648
4416, 377836.535662, 5732684.438705, 26.390855
4417, 379161.473692, 5728354.021982, 47.048865
4418, 378172.720294, 5731502.021913, 0.494211
4419, 373279.131588, 5730666.761071, 42.403283
4420, 377491.257024, 5725182.519407, 42.205599
4421, 376043.231184, 5731101.126788, 60.194871
4422, 378343.860062, 5725896.077730, 101.807417
4423, 374828.596463, 5729044.577918, 10.477268
4424, 374523.785408, 5730695.101435, 63.061293
4425, 380733.758806, 5730900.800832, 1.779159
4426, 378857.006849, 5732957.947399, 39.240335
4427, 378318.928524, 5727869.660440, 83.620461
4428, 378513.218025, 5726544.306461, 86.882252
4429, 380823.967068, 5729680.674804, 79.469091
4430, 376263.477895, 5728029.065717, 40.525283
4431, 380339.452436, 5727890.499927, 82.730882
4432, 380466.501697, 5726182.376011, 48.234970
4433, 378702.885907, 5725636.259383, 96.272257
4434, 372750.069098, 5729934.277249, 46.159285
4435, 378447.004624, 5731607.963784, 0.494211
4436, 372667.350989, 5729283.394035, 81.643618
4437, 373216.710170, 5725334.057509, 15.419376
4438, 378134.113880, 5728637.659377, 104.179629
4439, 374319.036143, 5726823.482857, 53.572447
4440, 377287.140910, 5728497.682448, 25.204749
4441, 379486.345585, 5725046.888541, 79.469091
4442, 372061.164375, 5725976.014577, 12.849480
4443, 380953.920808, 5726118.972464, 19.570746
4444, 376573.521469, 5727815.422287, 62.369398
4445, 379564.423146, 5728970.801774, 64.642768
4446, 374575.967088, 5726978.449152, 71.957087
4447, 373699.205877, 5728115.064441, 74.131614
4448, 373852.085580, 5729416.788032, 48.037286
4449, 381631.528267, 5728042.850444, 67.410348
4450, 376943.303713, 5726204.333647, 64.148557
4451, 373124.371665, 5726804.800201, 84.411198
4452, 373512.223034, 5729795.580165, 72.451298
4453, 375896.635981, 5731730.120610, 30.739909
4454, 378259.007343, 5728815.229106, 65.828874
4455, 377755.300871, 5726768.656017, 59.502976
4456, 380163.296629, 5725752.046386, 28.664224
4457, 379596.928378, 5728127.825570, 82.236671
4458, 375556.258577, 5730370.904969, 37.560018
4459, 380032.269782, 5725083.939417, 41.414862
4460, 372119.655919, 5726106.535902, 33.408648
4461, 372174.927830, 5724688.686424, 1.482632
4462, 381670.444937, 5728972.088258, 77.492248
4463, 374732.718374, 5727734.138849, 80.852881
4464, 380360.190066, 5729918.326788, 81.248249
4465, 376148.885623, 5729962.190785, 25.204749
4466, 374341.888309, 5727955.356104, 34.990122
4467, 379487.142257, 5727233.975097, 91.231307
4468, 376725.236223, 5727841.236446, 46.455812
4469, 375271.624557, 5731936.600379, 17.495061
4470, 376312.826473, 5731940.725902, 20.855694
4471, 376500.627505, 5727347.412544, 80.358670
4472, 379949.467667, 5727218.603944, 74.625825
4473, 380945.701453, 5727475.724768, 54.165500
4474, 381160.013985, 5727974.422675, 97.656047
4475, 379760.734027, 5725407.319092, 76.899195
4476, 380727.812726, 5728612.276626, 105.958788
4477, 378770.341445, 5728886.249662, 62.962451
4478, 375098.326164, 5726604.173893, 56.438869
4479, 379306.438876, 5724315.756627, 17.692745
4480, 376536.939597, 5728921.884637, 56.735396
4481, 376524.636890, 5726701.803065, 86.388041
4482, 373497.328397, 5730638.803366, 42.600968
4483, 378461.404417, 5724825.414364, 67.014979
4484, 376850.332086, 5728307.961469, 28.268856
4485, 375554.405375, 5726223.058564, 48.531497
4486, 372352.176540, 5729337.805657, 94.097729
4487, 375260.028678, 5730739.021725, 37.658860
4488, 372787.256014, 5727410.652325, 47.246549
4489, 373393.303670, 5729926.496089, 61.677503
4490, 375125.492374, 5724148.987191, 7.512004
4491, 375816.474422, 5726936.091727, 64.939294
4492, 375814.006343, 5732048.960474, 35.879701
4493, 381721.050503, 5727964.994119, 48.234970
4494, 373651.811605, 5726406.267307, 33.112121
4495, 377244.511778, 5725030.645284, 41.316020
4496, 378092.673632, 5726836.055347, 52.386341
4497, 381431.010322, 5728657.319945, 107.342578
4498, 378443.276400, 5732064.656968, 54.462026
4499, 374333.094021, 5728735.007441, 66.916137
4500, 376623.892108, 5726691.193315, 88.463727
4501, 373159.615809, 5731040.998000, 6.424740
4502, 377593.044458, 5726704.000507, 57.328449
4503, 378488.557044, 5728058.581098, 81.149407
4504, 378278.374378, 5726646.134301, 85.794988
4505, 373136.839165, 5726623.755683, 69.782560
4506, 376381.933204, 5726598.839519, 90.835938
4507, 372863.273015, 5725037.844672, 2.471054
4508, 375448.091193, 5732830.766975, 1.284948
4509, 376983.826980, 5728334.241234, 32.914437
4510, 377671.364987, 5728404.503102, 39.042650
4511, 376718.506309, 5729396.914731, 66.323084
4512, 374637.538181, 5728893.837086, 30.245699
4513, 374784.697067, 5726625.803236, 36.769281
4514, 378603.474040, 5729719.836406, 36.275070
4515, 378677.060080, 5724908.429411, 79.073722
4516, 375933.164135, 5731262.452719, 47.641918
4517, 372523.664879, 5730062.466049, 21.745274
4518, 374616.622780, 5727330.718001, 92.318571
4519, 380984.331462, 5730242.403926, 33.507490
4520, 374797.428015, 5731456.807662, 16.012429
4521, 380648.182845, 5729781.238183, 62.665925
4522, 375632.099334, 5728951.302340, 117.127951
4523, 378451.969239, 5730882.307675, 6.325898
4524, 381106.133116, 5727447.359916, 37.362334
4525, 381224.065414, 5729726.814408, 57.526133
4526, 375092.767965, 5730610.040496, 40.525283
4527, 375023.112950, 5726819.010151, 58.909923
4528, 376873.175739, 5726377.764170, 45.961601
4529, 372768.385397, 5728893.652135, 96.667625
4530, 380399.829061, 5727099.948184, 84.015830
4531, 376949.194524, 5724705.555290, 29.356119
4532, 374915.074568, 5728015.701400, 92.022044
4533, 380446.102072, 5728895.620802, 101.313206
4534, 375970.345695, 5731574.430809, 97.359520
4535, 376190.134246, 5728001.599757, 42.502126
4536, 372833.386216, 5728486.597770, 46.950023
4537, 373209.003168, 5726497.482584, 83.027408
4538, 379510.087140, 5725141.268699, 63.061293
4539, 377651.140148, 5724730.935396, 32.321384
4540, 373109.418210, 5724287.729449, 0.889579
4541, 375662.873274, 5731965.184816, 29.751488
4542, 381112.976796, 5730263.922074, 22.733695
4543, 381079.732048, 5730065.302766, 46.851180
4544, 378982.807942, 5730489.605807, 28.565382
4545, 373688.489957, 5729177.673992, 30.937594
4546, 375978.330390, 5727224.578732, 71.462876
4547, 379243.980912, 5724115.713448, 14.826323
4548, 377969.428484, 5725520.842055, 127.209850
4549, 375281.391221, 5724674.440209, 2.372212
4550, 373341.737604, 5726220.384678, 35.879701
4551, 375011.125031, 5727403.972694, 126.122587
4552, 373717.255724, 5724132.966431, 33.309805
4553, 373795.630843, 5730134.013839, 57.526133
4554, 372415.350015, 5729179.236089, 100.818996
4555, 372070.870847, 5729547.415057, 23.722117
4556, 372506.073177, 5727105.602071, 4.546739
4557, 379239.972304, 5732610.553998, 75.515405
4558, 377776.527212, 5725468.977543, 106.057630
4559, 379119.953677, 5728589.803192, 65.038136
4560, 381938.300352, 5728025.576921, 23.326748
4561, 381694.592424, 5729142.655656, 65.828874
4562, 380463.878133, 5726622.923704, 28.367698
4563, 380471.162408, 5728286.287061, 92.120886
4564, 379657.312099, 5727677.248670, 142.431542
4565, 372174.330545, 5726209.507796, 37.065807
4566, 376907.215856, 5729205.338603, 83.422777
4567, 377943.786262, 5728430.100597, 83.323935
4568, 377556.623946, 5729145.577441, 64.939294
4569, 377283.020758, 5728554.832416, 38.350755
4570, 375600.425849, 5727684.069515, 60.985608
4571, 381299.243088, 5732189.832059, 37.164649
4572, 378666.926433, 5732255.800162, 65.038136
4573, 378644.718244, 5724311.699254, 8.302741
4574, 373949.794914, 5730246.071210, 85.992673
4575, 378268.629554, 5730558.654385, 19.373062
4576, 381946.792389, 5728258.879846, 24.611696
4577, 372923.197991, 5725465.681209, 0.197684
4578, 374366.901246, 5731874.246779, 24.117485
4579, 378390.824366, 5732251.613347, 92.120886
4580, 375963.447980, 5726622.250461, 50.903709
4581, 378574.226864, 5725418.649074, 93.900045
4582, 378073.674474, 5727028.265106, 54.066657
4583, 373851.694084, 5724384.959785, 21.745274
4584, 374417.688414, 5727759.222994, 23.030222
4585, 379433.191702, 5725836.201841, 112.185843
4586, 379528.275191, 5725645.952350, 92.417413
4587, 376216.615101, 5729522.600247, 32.222542
4588, 375870.584182, 5732130.337630, 23.722117
4589, 372817.850753, 5727963.739914, 36.868123
4590, 378787.604143, 5725059.567729, 117.424477
4591, 380239.339567, 5729351.145293, 102.993523
4592, 377300.176535, 5725527.210831, 77.986458
4593, 379814.651804, 5725734.657817, 74.329299
4594, 373139.252291, 5730570.530721, 36.472754
4595, 377760.947163, 5730511.076132, 36.571596
4596, 376446.765058, 5731541.995600, 16.704324
4597, 372302.078820, 5732596.914001, 59.502976
4598, 378273.214227, 5728952.586062, 67.212664
4599, 380689.565826, 5730548.618141, 18.582325
4600, 374281.309433, 5727945.920042, 42.699810
4601, 376573.834859, 5730742.439149, 24.018643
4602, 381043.522924, 5727365.981930, 33.804016
4603, 379580.689739, 5730575.801400, 14.332112
4604, 380778.166150, 5725950.342731, 19.966115
4605, 376857.113493, 5729620.118284, 57.229606
4606, 377958.820598, 5732134.339629, 32.519068
4607, 375883.578796, 5729038.035834, 100.720154
4608, 373430.924214, 5730368.617220, 65.433505
4609, 373424.847949, 5724875.628998, 16.704324
4610, 379522.774576, 5732912.249333, 36.966965
4611, 376465.376166, 5727515.327657, 64.346241
4612, 378952.434569, 5729629.455125, 50.804866
4613, 380176.955755, 5730621.072342, 7.610846
4614, 374845.346612, 5728171.569861, 56.043501
4615, 376112.924868, 5727194.744176, 60.985608
4616, 378564.908646, 5726886.194457, 46.752338
4617, 380168.920229, 5731441.623978, 0.098842
4618, 378074.426056, 5728725.680767, 72.154771
4619, 376484.984112, 5730787.804877, 37.658860
4620, 377642.167446, 5725813.146070, 76.306142
4621, 378927.794427, 5724273.786823, 15.024007
4622, 379246.721283, 5726138.754795, 38.548440
4623, 376471.443128, 5727261.708591, 78.480669
4624, 379768.664770, 5725752.451508, 79.963301
4625, 376140.664116, 5726076.112585, 26.983908
4626, 379127.244512, 5725475.730374, 127.012166
4627, 379069.512415, 5731338.164152, 1.482632
4628, 375458.695940, 5726545.463424, 40.031072
4629, 379740.832003, 5732147.921058, 19.669588
4630, 379398.860431, 5725427.096084, 82.829724
4631, 374949.201991, 5726850.799099, 74.032772
4632, 372808.150544, 5728904.880357, 62.665925
4633, 373679.349138, 5729451.956923, 81.643618
4634, 377625.925999, 5732428.647183, 63.357820
4635, 372968.216989, 5728567.064848, 80.457512
4636, 379950.674633, 5732312.576826, 19.373062
4637, 375915.772276, 5729622.026181, 41.414862
4638, 375844.702121, 5732521.433887, 0.296526
4639, 378397.734719, 5729090.416063, 59.601818
4640, 373501.150032, 5725469.202128, 7.709688
4641, 377250.426138, 5727636.875480, 102.598154
4642, 373889.336170, 5725883.845423, 14.233270
4643, 376593.987642, 5726852.032689, 58.909923
4644, 376459.235258, 5729130.202080, 70.276771
4645, 374786.412261, 5727029.976263, 76.404984
4646, 379042.890740, 5724828.567280, 90.341728
4647, 379820.944881, 5729200.678713, 66.224242
4648, 377997.942407, 5726131.575611, 124.541112
4649, 376421.674947, 5731810.429547, 27.675803
4650, 373803.252657, 5727036.540400, 54.956237
4651, 376964.115597, 5729770.726635, 30.937594
4652, 380286.870492, 5724481.965889, 10.279584
4653, 379188.945395, 5732462.264676, 62.567083
4654, 372393.924021, 5729077.030536, 103.290050
4655, 374232.211670, 5726933.619610, 16.308955
4656, 375019.984675, 5727576.120153, 95.975730
4657, 372497.653476, 5729624.792607, 63.555504
4658, 375508.119079, 5726671.600959, 60.590240
4659, 380203.102917, 5727426.241270, 71.265192
4660, 378616.465893, 5724716.127720, 83.916988
4661, 375774.809153, 5726786.610733, 53.868973
4662, 374010.819903, 5724062.624671, 19.175378
4663, 376163.776880, 5731716.708014, 51.101393
4664, 378994.885665, 5728395.230408, 55.252763
4665, 372280.097748, 5732518.364916, 84.015830
4666, 377700.357889, 5728771.879288, 46.950023
4667, 372073.757468, 5732635.187428, 21.448747
4668, 373644.821074, 5729828.815812, 59.898345
4669, 378833.326319, 5728674.700618, 89.748675
4670, 379005.040238, 5724514.378253, 28.763066
4671, 378972.453628, 5727192.763843, 89.649832
4672, 379088.086946, 5732270.075931, 63.061293
4673, 381016.760586, 5725810.142419, 0.098842
4674, 374329.397270, 5729305.111045, 59.502976
4675, 372627.593158, 5728597.691460, 45.763917
4676, 378132.619219, 5724963.185671, 44.775495
4677, 378648.723038, 5730414.660534, 48.333813
4678, 378239.947695, 5732555.508148, 23.919801
4679, 379176.444875, 5725991.239039, 57.031922
4680, 380580.731502, 5729041.003174, 68.892980
4681, 378310.133653, 5730374.276003, 7.017793
4682, 376453.345639, 5726452.110992, 47.938444
4683, 378807.191758, 5725712.238367, 78.085301
4684, 377763.045968, 5729027.635949, 89.353306
4685, 381860.092531, 5726537.931416, 17.890430
4686, 373225.591700, 5728911.411725, 83.719303
4687, 373700.101646, 5730871.313321, 20.361483
4688, 374272.666229, 5729674.254731, 78.480669
4689, 381189.207056, 5729772.627123, 58.712239
4690, 374809.716067, 5728396.542997, 0.098842
4691, 381662.760413, 5728500.386349, 79.271406
4692, 379458.997254, 5726931.583361, 86.289199
4693, 375771.852963, 5728254.238631, 89.155622
4694, 376443.704680, 5728971.267271, 35.088964
4695, 375887.249683, 5727764.162601, 36.077386
4696, 375075.438492, 5731021.737157, 81.940145
4697, 378149.518216, 5725847.475673, 131.460063
4698, 379529.889159, 5727733.879018, 152.809968
4699, 374959.079096, 5731561.354922, 45.269706
4700, 378498.240206, 5727862.365473, 64.148557
4701, 379218.617584, 5727100.989132, 85.300778
4702, 373949.393808, 5729850.401980, 60.787924
4703, 377860.635190, 5725661.430645, 98.446784
4704, 376355.813889, 5728177.605050, 54.066657
4705, 379895.504241, 5727964.821419, 146.879439
4706, 379662.932580, 5726290.046217, 58.613397
4707, 380535.170241, 5728124.574670, 71.759403
4708, 375768.630894, 5729163.847024, 93.504676
4709, 378280.222514, 5724525.114755, 56.537711
4710, 375844.476252, 5728914.239704, 105.958788
4711, 379827.687536, 5725186.973354, 62.764767
4712, 379010.580243, 5730603.313871, 19.669588
4713, 375821.213071, 5727762.003678, 41.711388
4714, 378128.177396, 5730338.515588, 18.681167
4715, 377780.018722, 5726546.315377, 98.150258
4716, 378363.830553, 5728035.844493, 69.584875
4717, 376012.177946, 5729685.350653, 30.146857
4718, 380423.938232, 5728972.758324, 98.446784
4719, 376601.194747, 5727736.796281, 37.955387
4720, 374521.387499, 5727593.477931, 80.160986
4721, 373491.593782, 5724152.115962, 29.059593
4722, 377969.069934, 5726323.276534, 75.120036
4723, 377210.474493, 5732754.628987, 32.815595
4724, 379538.250438, 5732157.225884, 29.553804
4725, 375064.236087, 5729340.445495, 68.794138
4726, 373613.903356, 5726701.571716, 61.974030
4727, 375594.426199, 5731071.881765, 31.629489
4728, 372739.583393, 5729317.858625, 77.591090
4729, 375587.820523, 5728325.559757, 101.807417
4730, 374287.805450, 5727093.920392, 5.732845
4731, 380339.078011, 5730347.408972, 36.670439
4732, 373266.039111, 5725088.800540, 23.623274
4733, 376871.400438, 5727587.057133, 68.102243
4734, 375427.433754, 5728602.425476, 113.767318
4735, 372126.875458, 5724291.964435, 6.128213
4736, 378657.825539, 5728871.451394, 48.531497
4737, 378440.746187, 5732162.266912, 84.213514
4738, 378034.914690, 5728991.344570, 87.277621
4739, 378024.267488, 5727261.388955, 73.933930
4740, 379567.287559, 5726679.887497, 112.185843
4741, 381057.013146, 5729900.163006, 51.990972
4742, 377422.863216, 5729340.680490, 34.495911
4743, 378627.374307, 5732272.302404, 68.003401
4744, 381030.183930, 5728999.455843, 25.698960
4745, 380338.645584, 5728874.501301, 77.294563
4746, 375724.357107, 5730939.881395, 20.163799
4747, 373712.220272, 5726562.213933, 55.450448
4748, 375343.976100, 5731119.005774, 43.194021
4749, 379751.303832, 5725886.684818, 94.987309
4750, 376213.880803, 5726834.168971, 68.102243
4751, 379956.953783, 5729377.665774, 82.829724
4752, 378442.726589, 5729476.265403, 59.997187
4753, 372236.668349, 5724132.268126, 8.698109
4754, 377200.303733, 5728541.070516, 21.942958
4755, 374600.545050, 5727305.271422, 90.242885
